0 -5 0
1 -4.90099 0
2 -4.80198 0
3 -4.70297 0
4 -4.60396 0
5 -4.50495 0
6 -4.40594 0
7 -4.30693 5.04999e-05
8 -4.20792 6.05999e-05
9 -4.10891 7.06999e-05
10 -4.0099 0.0001212
11 -3.91089 0.0001313
12 -3.81188 0.0003535
13 -3.71287 0.000545399
14 -3.61386 0.0004747
15 -3.51485 0.000898899
16 -3.41584 0.0014948
17 -3.31683 0.0020099
18 -3.21782 0.0025654
19 -3.11881 0.0032825
20 -3.0198 0.0048884
21 -2.92079 0.00643369
22 -2.82178 0.00816079
23 -2.72277 0.010706
24 -2.62376 0.01414
25 -2.52475 0.0183113
26 -2.42574 0.0228664
27 -2.32673 0.0297243
28 -2.22772 0.0365418
29 -2.12871 0.0457934
30 -2.0297 0.0570548
31 -1.93069 0.067478
32 -1.83168 0.0819816
33 -1.73267 0.0971922
34 -1.63366 0.113645
35 -1.53465 0.133411
36 -1.43564 0.153702
37 -1.33663 0.174629
38 -1.23762 0.196485
39 -1.13861 0.217362
40 -1.0396 0.243036
41 -0.940594 0.265125
42 -0.841584 0.2909
43 -0.742574 0.313574
44 -0.643564 0.335077
45 -0.544554 0.353671
46 -0.445545 0.369458
47 -0.346535 0.379184
48 -0.247525 0.392072
49 -0.148515 0.39997
50 -0.049505 0.396354
51 0.049505 0.398435
52 0.148515 0.390031
53 0.247525 0.384143
54 0.346535 0.367003
55 0.445545 0.354136
56 0.544554 0.335421
57 0.643564 0.314867
58 0.742574 0.292455
59 0.841584 0.269225
60 0.940594 0.244591
61 1.0396 0.219331
62 1.13861 0.197677
63 1.23762 0.174296
64 1.33663 0.154914
65 1.43564 0.131754
66 1.53465 0.112877
67 1.63366 0.0972225
68 1.73267 0.0810625
69 1.83168 0.0687809
70 1.93069 0.0577113
71 2.0297 0.0457934
72 2.12871 0.0368246
73 2.22772 0.0302697
74 2.32673 0.0242804
75 2.42574 0.0185234
76 2.52475 0.0140794
77 2.62376 0.0107666
78 2.72277 0.00869609
79 2.82178 0.00644379
80 2.92079 0.0047773
81 3.0198 0.0035653
82 3.11881 0.0027775
83 3.21782 0.0016665
84 3.31683 0.0011817
85 3.41584 0.0011312
86 3.51485 0.000666599
87 3.61386 0.000585799
88 3.71287 0.000404
89 3.81188 0.0002525
90 3.91089 0.0001717
91 4.0099 9.08999e-05
92 4.10891 0.000101
93 4.20792 3.03e-05
94 4.30693 0
95 4.40594 0
96 4.50495 0
97 4.60396 0
98 4.70297 0
99 4.80198 0
